num_rows;id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
192;195399;Magnolia Luxury Privacy Comfort****;835040;Giuliana;XII Monte Verde;Private room;51;3.0;159;03/01/2020;1.28;1.0;283.0;0
193;196714;Bed in Art - Termini - Coliseum;401637;Gianluca;I Centro Storico;Entire home/apt;97;3.0;16;03/11/2021;0.13;3.0;362.0;1
194;198581;Rugantino;401637;Gianluca;I Centro Storico;Private room;69;1.0;9;07/08/2012;0.07;3.0;283.0;0
195;204021;Double room with bathroom;1000556;Paolo;I Centro Storico;Private room;45;3.0;10;04/09/2015;0.08;1.0;362.0;0
196;206072;Lovely place close to the Vatican. Free WI-FI;1013633;Ilaria;I Centro Storico;Entire home/apt;107;3.0;35;31/10/2018;0.29;1.0;311.0;0
197;208052;SINGLE ROOM IN CENTRAL ZONE. ROME (ONE PERSONE);1023957;Silvia;VII San Giovanni/Cinecittà;Private room;50;2.0;1;31/03/2018;0.02;3.0;327.0;0
198;208053;Private bedroom in central zone;1023957;Silvia;VII San Giovanni/Cinecittà;Private room;45;2.0;14;07/11/2021;0.15;3.0;170.0;1
199;208900;Garden Wi-fi AirCo 100m to beach;1029076;Giovanni;X Ostia/Acilia;Entire home/apt;60;5.0;5;20/06/2019;0.05;3.0;361.0;0
200;208904;Great flat Wi-fi 300 m to the beach;1029076;Giovanni;X Ostia/Acilia;Entire home/apt;70;5.0;8;24/03/2018;0.07;3.0;361.0;0
201;210511;La casa di Roby;1038242;Roberta;XIV Monte Mario;Entire home/apt;45;2.0;21;22/08/2019;0.54;1.0;0.0;0
202;214978;ROME AT UR FEET:CHARMING APARTMENT;946403;Valentina;XIV Monte Mario;Entire home/apt;50;5.0;9;20/10/2018;0.09;1.0;284.0;0
203;215865;Incredibly stylish apartment near Vaticano;1114381;Matteo&Rosaria;XIII Aurelia;Entire home/apt;40;2.0;223;01/03/2020;1.85;1.0;17.0;0
204;217411;Roma TorVergata quiet room in the green;1122123;Rosana;VII San Giovanni/Cinecittà;Private room;22;2.0;39;23/01/2020;0.34;2.0;284.0;0
205;220472;ROOM 3 B&B Rome Colosseo Forum Top;1142822;Zolilla B&B;I Centro Storico;Private room;54;2.0;314;05/03/2020;2.53;3.0;38.0;0
206;220476;ROOM 2 ☆Rome Colosseum Forum center;1142822;Zolilla B&B;I Centro Storico;Private room;54;2.0;202;05/02/2020;1.80;3.0;0.0;0
207;220477;ROOM 1 ☆Rome Colosseum Forum center;1142822;Zolilla B&B;I Centro Storico;Private room;54;2.0;222;16/02/2020;1.99;3.0;0.0;0
208;221063;Special price Vaticano;1146531;Nicoletta;XIII Aurelia;Private room;60;1.0;27;31/10/2021;0.25;1.0;348.0;1
209;221788;Single room near St.Peter's square;1151027;Daniela;XIV Monte Mario;Private room;34;3.0;226;02/01/2020;1.90;3.0;313.0;0
210;223154;Renovated Roma Apart. star in campo dei fiori;248295;Tom;I Centro Storico;Entire home/apt;109;3.0;184;07/11/2021;1.48;11.0;349.0;24
211;224900;Single beds, few steps from Metro Red (A);1112966;Massi & Co.;VII San Giovanni/Cinecittà;Private room;20;30.0;372;19/01/2020;3.01;1.0;150.0;0
212;226372;THE COLOSSEUM'S VIEW (sanitized with ozone);1180196;Andrea;I Centro Storico;Entire home/apt;71;1.0;612;22/11/2021;4.93;12.0;107.0;49
213;227064;Rugantino Rome;401637;Gianluca;I Centro Storico;Private room;69;1.0;1;03/10/2011;0.01;3.0;312.0;0
214;228815;Spacious VILLA MEDICI next to the Spanish Steps;1185020;Rubina E Nathalie;I Centro Storico;Entire home/apt;282;3.0;147;05/11/2021;1.39;9.0;307.0;4
215;228872;Baullari apartment -5 bedrooms- in Campo de Fiori;1185020;Rubina E Nathalie;I Centro Storico;Entire home/apt;376;3.0;120;22/11/2021;1.01;9.0;233.0;9
216;228911;BAULLARI II;1185020;Rubina E Nathalie;I Centro Storico;Entire home/apt;376;3.0;139;29/11/2021;1.33;9.0;234.0;10
217;230295;Sleep in Campo de Fiori,  Roma;1203371;Marco;I Centro Storico;Private room;75;1.0;252;07/11/2021;2.06;2.0;330.0;13
218;230555;The Historic Nobleman's Penthouse - 3 bedrooms;434488;Martin;I Centro Storico;Entire home/apt;308;30.0;77;27/02/2020;0.63;1.0;136.0;0
219;231116;Simon's Suite - The Heart of Rome;1208472;Simone;I Centro Storico;Entire home/apt;60;3.0;247;03/11/2021;2.01;1.0;184.0;7
220;231654;Colosseum Flat - Early Booking Rate;1211048;Marmi;I Centro Storico;Entire home/apt;130;3.0;19;02/01/2020;0.25;1.0;319.0;0
222;234534;CASA TREVI AND SPANISH STEPS n.3;1395539;Marta;I Centro Storico;Entire home/apt;200;4.0;63;31/10/2021;0.70;5.0;360.0;6
223;234538;CASA TREVI GARDEN N. 2;1395539;Marta;I Centro Storico;Entire home/apt;100;4.0;87;06/12/2021;0.77;5.0;355.0;6
224;234540;CASA TREVI GARDEN N. 1;1395539;Marta;I Centro Storico;Entire home/apt;150;4.0;38;02/11/2021;0.32;5.0;357.0;2
225;234542;CASA IN TRASTEVERE BOTANIC GARDEN 1;1395539;Marta;I Centro Storico;Entire home/apt;160;4.0;41;29/11/2021;0.38;5.0;353.0;5
226;234544;TRASTEVERE  IN THE HEART OF ROME 2;1395539;Marta;I Centro Storico;Entire home/apt;160;4.0;86;01/12/2021;0.88;5.0;344.0;6
227;234545;Double room  near St.Peter's square;1151027;Daniela;XIV Monte Mario;Private room;58;3.0;158;04/12/2019;1.36;3.0;313.0;0
228;234563;Room for two near Saint Peter;1151027;Daniela;XIV Monte Mario;Private room;58;3.0;43;29/10/2019;0.37;3.0;313.0;0
229;235858;b&b128roma;1236275;Gianluca;I Centro Storico;Private room;49;2.0;125;05/12/2021;1.01;5.0;351.0;7
230;236299;JULIA'S DOMUS ( ORANGE ROOM );1238850;Alberto;V Prenestino/Centocelle;Private room;55;1.0;7;03/06/2012;0.06;5.0;260.0;0
231;239234;B&B128Roma - PARIS ROOM;1236275;Gianluca;I Centro Storico;Private room;49;2.0;220;20/11/2021;1.78;5.0;347.0;11
232;239253;B&B128Roma - NEW YORK ROOM;1236275;Gianluca;I Centro Storico;Private room;65;2.0;220;29/11/2021;1.78;5.0;347.0;16
233;239288;B&B128Roma - LONDON ROOM;1236275;Gianluca;I Centro Storico;Private room;49;2.0;186;21/11/2021;1.51;5.0;358.0;8
234;239293;B&B128Roma - BALI ROOM;1236275;Gianluca;I Centro Storico;Private room;49;2.0;231;02/12/2021;1.87;5.0;340.0;21
235;239707;Luxury flat COLLE VATICANO;1256978;Claudio;I Centro Storico;Entire home/apt;135;3.0;5;24/03/2015;0.05;1.0;341.0;0
236;240214;Comfy Farina Cottage, Pool, Historic gardens;1259720;Bernard;XV Cassia/Flaminia;Entire home/apt;196;3.0;3;07/08/2021;0.04;3.0;364.0;1
237;240418;Just like home Well Connected !!!;1260657;Isabella;VIII Appia Antica;Private room;19;300.0;1;25/05/2013;0.01;1.0;131.0;0
238;240706;Panoramic penthouse beachfront;1262633;Federica;X Ostia/Acilia;Entire home/apt;74;1.0;15;15/09/2021;0.13;2.0;354.0;1
239;240867;Clean & Confortable rooms in Rome;1263657;Paola & Rossana;VIII Appia Antica;Private room;31;3.0;64;27/10/2019;0.54;2.0;342.0;0
240;240993;MIMOSA - 12min TO COLOSSEO BY METRO;135012;Angiola;II Parioli/Nomentano;Private room;36;30.0;315;31/03/2020;2.68;3.0;157.0;0
241;241018;LILY - 12 MIN TO COLOSSEUM BY METRO;135012;Angiola;II Parioli/Nomentano;Private room;34;2.0;340;21/03/2020;2.97;3.0;1.0;0
242;241049;Gatto-Rosso Guesthouse a Talenti;1264871;Arianna E Marco;III Monte Sacro;Entire home/apt;66;3.0;12;10/09/2021;0.10;2.0;128.0;2
243;242420;Cozy room - metro A Re di Roma wifi;1272216;Michele;VII San Giovanni/Cinecittà;Private room;40;1.0;29;13/12/2015;0.24;1.0;365.0;0
244;243353;La Casa al Portico il loft a Roma.;1277165;Federico;I Centro Storico;Entire home/apt;120;2.0;335;08/09/2021;2.80;1.0;0.0;11
245;245450;San Pietro Holiday House CasaRiz;1322618;Licia;XIII Aurelia;Entire home/apt;139;2.0;27;02/01/2020;0.24;2.0;178.0;0
246;247254;Attic San Giovanni with terrace;316068;Federico;VII San Giovanni/Cinecittà;Entire home/apt;50;3.0;179;26/08/2020;1.46;42.0;340.0;0
247;248525;Appia Antica Park Rome - Large Apt;1301982;Luca;VIII Appia Antica;Entire home/apt;75;2.0;11;01/07/2014;0.10;4.0;328.0;0
248;248552;Maison di Biancaneve;1302233;Valeria;III Monte Sacro;Entire home/apt;70;2.0;98;16/08/2021;1.21;1.0;255.0;2
249;249258;Domus Trastevere cozy  apartment free wifi;1308066;Patrizia;XII Monte Verde;Entire home/apt;79;2.0;110;05/12/2021;0.94;2.0;314.0;13
250;249406;CHARMING ROMAN HOLIDAYS -TRASTEVERE;1306572;Simona;I Centro Storico;Entire home/apt;146;3.0;213;28/02/2020;1.84;2.0;228.0;0
251;249754;Una casa. Due Nazion;643583;Gianni;XII Monte Verde;Entire home/apt;95;3.0;5;16/06/2019;0.05;4.0;362.0;0
252;255221;CASA BELLA 10min downtown WIFI INCLUDED LASTMINUTE;21173109;Casa Mia;IX Eur;Entire home/apt;56;2.0;280;25/11/2021;2.36;2.0;332.0;21
253;255532;Camera matrimoniale con bagno interno;1343039;Caterina;XV Cassia/Flaminia;Private room;98;1.0;4;04/07/2021;0.04;4.0;168.0;1
254;256695;Trastevere color-suite;1350540;Marina;I Centro Storico;Entire home/apt;109;3.0;186;22/11/2021;1.53;1.0;265.0;2
255;257363;goodmorningRoma;1354345;Claudia;I Centro Storico;Entire home/apt;70;3.0;128;30/10/2021;1.18;1.0;0.0;6
256;258330;Sunny with view, WiFi, A/C. Metro, Airport train.;1358462;Francesco;VII San Giovanni/Cinecittà;Entire home/apt;60;3.0;62;15/07/2021;0.54;1.0;149.0;1
257;259075;City Center: Large, Chic, Modern apartment;1311777;Francesca;XIII Aurelia;Entire home/apt;186;3.0;124;06/08/2021;1.05;1.0;196.0;3
259;262254;Two independent and joined apartments;1374312;Giulio;I Centro Storico;Entire home/apt;250;2.0;271;06/12/2021;2.38;1.0;121.0;18
260;262313;The Other Moon at Termini station;1376239;Maria Assunta;I Centro Storico;Private room;34;1.0;134;15/11/2021;1.11;1.0;341.0;7
261;262876;Ancient Trastevere rooms: THE SUITE;1379558;Elisabetta;I Centro Storico;Private room;50;2.0;228;05/12/2021;1.89;2.0;26.0;18
262;263210;Charming Flat near St. Peter Square;1381045;Gianluca;XIII Aurelia;Entire home/apt;80;3.0;322;06/03/2020;2.85;2.0;69.0;0
263;263658;Ancient Trastevere rooms: THE LOFT;1379558;Elisabetta;I Centro Storico;Private room;60;2.0;261;05/12/2021;2.15;2.0;27.0;15
264;263867;Central, colorful, romantic;1384510;Stefano & Luana;II Parioli/Nomentano;Entire home/apt;99;1.0;4;23/08/2021;0.04;4.0;361.0;1
265;264679;B&B Vatican, close to the Pope;1388641;Marzia;XIII Aurelia;Private room;38;1.0;154;28/11/2021;1.31;3.0;349.0;11
267;266296;LOVELY ACCOMMODATION CLOSE TO NAVONA SQUARE !!;1396222;Alberto;I Centro Storico;Entire home/apt;71;3.0;137;22/11/2021;1.15;9.0;193.0;14
268;269143;Vatican center 8 metro of Spain;635665;Evi;I Centro Storico;Entire home/apt;50;7.0;79;18/10/2021;1.00;1.0;323.0;10
269;271728;Room in a stylish flat University distr1ct;1422027;Simone;II Parioli/Nomentano;Private room;30;14.0;43;29/01/2019;0.37;2.0;237.0;0
270;271812;Charmant apartment inCampo de Fiori;1388641;Marzia;I Centro Storico;Entire home/apt;69;1.0;183;29/11/2021;1.53;3.0;349.0;12
271;272634;Sixtythree bb - double ensuite;1426840;Gaetano;I Centro Storico;Hotel room;53;3.0;6;28/07/2019;0.08;3.0;357.0;0
272;272905;Beautiful Highterrace ROME 1100 sft;1428175;Chiara;I Centro Storico;Entire home/apt;149;1.0;119;08/11/2021;0.98;2.0;342.0;7
273;273092;Moai Home - B&B Design at Rome;1429012;Emanuele & Natalya;II Parioli/Nomentano;Entire home/apt;85;1.0;4;08/04/2015;0.03;4.0;356.0;0
274;273201;LOVELY SUITE IN ROMA CENTER - ROMANTIC DOWNTOWN 1;322973;Massimo;VII San Giovanni/Cinecittà;Private room;49;1.0;306;25/02/2020;2.53;3.0;365.0;0
275;273445;Room in a stylish flat Rome University district;1422027;Simone;II Parioli/Nomentano;Private room;30;84.0;26;21/12/2018;0.22;2.0;336.0;0
276;273971;Lovely flat Appio San Giovanni;1432794;Luigi;VII San Giovanni/Cinecittà;Entire home/apt;39;2.0;58;11/09/2021;0.78;2.0;94.0;3
277;275120;Affordable Studio near Spanish Steps;1438330;Marcella;I Centro Storico;Entire home/apt;78;2.0;21;17/05/2018;0.18;2.0;315.0;0
278;275260;LOVELY APARTMENT IN ROMA CENTER- ROMANTIC DOWNTOWN;322973;Massimo;VII San Giovanni/Cinecittà;Entire home/apt;180;1.0;22;30/04/2018;0.19;3.0;351.0;0
279;275420;Charming Ponte Sisto's house;407513;Lorella;I Centro Storico;Entire home/apt;100;3.0;141;22/11/2021;1.16;1.0;261.0;15
280;277084;Lovely B&B in lively Trastevere;1013976;Lucia;I Centro Storico;Hotel room;57;1.0;15;04/02/2021;0.13;4.0;260.0;1
281;277451;Pantheon Diamond, luxury in town;1448957;Renato;I Centro Storico;Entire home/apt;156;3.0;203;29/11/2021;2.21;3.0;254.0;24
282;279604;Nice Suite Rome close to Trastevere and Vatican;1457841;Luigi;XII Monte Verde;Entire home/apt;55;3.0;95;28/10/2019;0.82;2.0;0.0;0
283;279715;Lovely  apt  with garden in Rome;1428175;Chiara;II Parioli/Nomentano;Entire home/apt;90;2.0;62;15/07/2020;0.51;2.0;342.0;0
284;280117;Penthouse with views over Rome;1460493;Manuel;XIV Monte Mario;Entire home/apt;65;5.0;15;07/11/2021;0.21;1.0;364.0;1
285;280198;Trastevere stylish two bedrooms apartment.;1460757;Paolo;I Centro Storico;Entire home/apt;68;2.0;58;01/09/2021;0.48;9.0;168.0;2
286;281393;Il Casale dell'Ara delle Rose;1466817;Alessandra;XV Cassia/Flaminia;Entire home/apt;150;5.0;7;05/08/2020;0.06;1.0;221.0;0
287;282037;Apartment in Campo de' Fiori, Rome;1470026;Nathalie;I Centro Storico;Entire home/apt;150;3.0;26;14/05/2019;0.22;1.0;0.0;0
288;282831;Appartamento al Pantheon con vista;1473615;Antonella;I Centro Storico;Entire home/apt;203;1.0;9;19/09/2018;0.08;3.0;249.0;0
289;282929;Bright & cozy double room in Rome;1474010;Rosanna E Daniele;VII San Giovanni/Cinecittà;Private room;27;350.0;13;06/09/2016;0.11;1.0;358.0;0
290;283276;attic Rome Center;1426508;Mario;I Centro Storico;Entire home/apt;190;3.0;10;02/11/2021;0.11;1.0;365.0;2
291;283620;Rome Apartment at Colosseum 3BR/2B;1477208;Paolo;I Centro Storico;Entire home/apt;229;3.0;124;03/03/2020;1.04;9.0;264.0;0
292;283645;Kiara Trastevere (Luna room);1477347;Chiara;I Centro Storico;Private room;85;2.0;47;17/10/2021;0.40;5.0;358.0;1
293;283699;Kiara Trastevere (Stella room);1477347;Chiara;I Centro Storico;Private room;85;2.0;110;27/10/2021;0.94;5.0;349.0;2
294;283730;Kiara Trastevere (Sole room);1477347;Chiara;I Centro Storico;Private room;69;1.0;10;22/11/2021;0.09;5.0;346.0;1
295;283740;NTB ROMA double room;1477779;Silvia;I Centro Storico;Private room;148;1.0;32;25/08/2019;0.41;3.0;342.0;0
296;285564;Ripa Terrace Flat in Trastevere;1486126;Michele;I Centro Storico;Entire home/apt;140;3.0;87;23/11/2021;0.72;2.0;221.0;11
297;286890;2 passi da...è il Bed and Breakfast;475065;Renato;XV Cassia/Flaminia;Private room;50;3.0;4;13/02/2019;0.05;3.0;189.0;0
298;286891;2 passi da...è il Bed and Breakfast;475065;Renato;XV Cassia/Flaminia;Private room;60;2.0;4;12/09/2016;0.05;3.0;337.0;0
299;287297;App with terrace overlooking the Pantheon;1473615;Antonella;I Centro Storico;Entire home/apt;159;3.0;24;20/10/2018;0.21;3.0;248.0;0
300;289468;Flatinrome Trastevere 6;494485;Massimo;I Centro Storico;Entire home/apt;299;1.0;55;01/11/2021;0.53;39.0;292.0;9
301;289471;DormiRoma - Cedro 2 Apartment - Trastevere;77540;Sabrina;I Centro Storico;Entire home/apt;140;3.0;80;28/10/2021;0.67;5.0;273.0;3
304;291274;Cool, Confy & Cozy apartment near Trastevere;1509726;Giovanna;XII Monte Verde;Entire home/apt;55;2.0;215;29/02/2020;1.87;1.0;214.0;0
305;292729;Home: Vesta Goddess of the hearth;1108471;Paola;VII San Giovanni/Cinecittà;Private room;31;2.0;123;04/01/2020;1.06;2.0;161.0;0
306;293274;Quite and sunny on the Aventine;276063;Guglielmo;I Centro Storico;Entire home/apt;79;6.0;8;30/11/2019;0.07;21.0;0.0;0
307;295715;Next to the Vaticano, Metro, wi fi;1526907;Carla;I Centro Storico;Entire home/apt;100;3.0;10;22/10/2019;0.09;3.0;315.0;0
308;295755;B&B-Apartment in the centre of Rome - ATR-009313-4;1526961;Anna;I Centro Storico;Entire home/apt;70;2.0;18;08/11/2019;0.15;6.0;180.0;0
309;296096;Apartment Vespucci;464660;Barbara;I Centro Storico;Entire home/apt;115;3.0;42;07/11/2021;0.46;3.0;118.0;13
310;297562;5 Star Luxury Apartment Margana 21;1534295;Ilaria;I Centro Storico;Entire home/apt;220;3.0;7;01/12/2015;0.06;4.0;39.0;0
311;298031;P&F Apartment! and you're in Piazza Navona;1536409;Patrizia;I Centro Storico;Entire home/apt;120;3.0;140;27/11/2021;1.18;1.0;351.0;5
312;299442;Stylish 2 bedrooms apartment near Coliseum;1543029;Giovanna;I Centro Storico;Entire home/apt;130;6.0;13;07/01/2020;0.11;1.0;266.0;0
313;299695;Sunny apartment, St. Peter's view, safe parking;1436998;Catharine;XIII Aurelia;Entire home/apt;64;2.0;115;22/11/2021;1.47;10.0;266.0;16
315;300719;CERVO BIANCO;1549119;Luna;VII San Giovanni/Cinecittà;Private room;55;3.0;223;04/01/2020;1.89;1.0;222.0;0
316;300848;Renovated Perfect Central Location;1549714;Gianmarco;XII Monte Verde;Entire home/apt;67;3.0;314;21/11/2021;2.76;2.0;278.0;28
317;302154;Rome Accommodation Colosseum;1477208;Paolo;I Centro Storico;Entire home/apt;240;3.0;103;29/08/2021;0.92;9.0;150.0;3
318;302157;ELEGANT 3BR/2BATH WIFI SATELLITE TV;1477208;Paolo;I Centro Storico;Entire home/apt;250;3.0;64;03/11/2019;0.64;9.0;249.0;0
319;302346;Rome Historical Center Trastevere;1557188;Francesca;I Centro Storico;Entire home/apt;110;5.0;301;26/02/2020;2.86;1.0;2.0;0
320;303749;Cottage in the garden special spring time 2022;1563444;Muriella;I Centro Storico;Entire home/apt;56;4.0;159;30/11/2021;1.50;2.0;62.0;14
321;304138;Vatican Garden Apartment - 1min Vatican;1561023;Simone;I Centro Storico;Entire home/apt;88;3.0;12;01/01/2020;0.10;18.0;0.0;0
322;304223;Romantic experience in historic center FAST WIFI;1560802;Luigi;I Centro Storico;Entire home/apt;50;4.0;188;09/11/2021;1.76;6.0;235.0;2
323;304227;Rome by FOOT great EXPERIENCE for family/friends A;1560802;Luigi;I Centro Storico;Entire home/apt;143;4.0;79;27/10/2021;0.85;6.0;275.0;1
324;304398;Sofabed in Rome with 1st  Breakfast;543054;Giuseppe;VIII Appia Antica;Private room;50;2.0;115;12/10/2019;0.96;3.0;0.0;0
325;305009;aRTiSTiC VioLeT HoMy in Rione Monti with hot tub♡;1530868;Alice & Gabriele;I Centro Storico;Entire home/apt;92;1.0;175;08/11/2021;1.50;6.0;254.0;6
326;305081;Sant'AngeloB&B Ninni Rome Center;1569677;Susy;I Centro Storico;Private room;56;2.0;282;29/11/2021;2.42;1.0;352.0;18
327;305113;The Countess STUDIO - Rome Old Town;19993934;Fernando;I Centro Storico;Entire home/apt;250;14.0;14;10/03/2020;0.41;5.0;157.0;0
328;305524;look forResidenza Piazzabologna :;1571641;Elvira;II Parioli/Nomentano;Entire home/apt;100;3.0;28;16/10/2018;0.24;1.0;347.0;0
329;307429;apartment in Piazza Navona;1581685;Flora;I Centro Storico;Entire home/apt;70;4.0;405;24/11/2021;3.48;2.0;341.0;34
330;307892;Mare e città. Elegante appartamento 30 minut centr;1584300;Camilla;X Ostia/Acilia;Entire home/apt;80;3.0;15;31/08/2021;0.19;1.0;283.0;2
331;309086;RED DOUBLE ROOM WITH TERRACE;80755;Marianna;I Centro Storico;Private room;60;2.0;6;01/01/2020;0.08;4.0;361.0;0
332;309098;ORANGE SINGLE  ROOM WITH TERRACE;80755;Marianna;I Centro Storico;Private room;40;3.0;25;16/02/2020;0.32;4.0;361.0;0
333;309819;Spacious Principe Amedeo near Train Station &Metro;1185020;Rubina E Nathalie;I Centro Storico;Entire home/apt;188;3.0;156;07/11/2021;1.31;9.0;319.0;11
334;314022;NiceFlatInRome Trastevere, Trilussa;1613635;Michele;I Centro Storico;Entire home/apt;76;3.0;104;20/10/2021;0.89;5.0;223.0;5
335;314594;Big and comfortable in the hart, for families.;1448957;Renato;I Centro Storico;Entire home/apt;125;3.0;62;09/11/2021;0.67;3.0;287.0;15
336;315264;Brand new apt in San Lorenzo;1623110;Luca;II Parioli/Nomentano;Entire home/apt;69;2.0;53;04/10/2021;0.66;1.0;316.0;1
337;316438;Private room w/bathroom Rainbow b&b;1598129;Michela;I Centro Storico;Private room;109;1.0;37;27/08/2021;0.47;3.0;351.0;11
338;316449;Top floor studio apt with terrace;1613635;Michele;I Centro Storico;Entire home/apt;90;3.0;228;08/11/2021;1.93;5.0;61.0;9
339;317380;Suite Luminoso Accogliente in Palazzo Storico;1629657;Raffaella;I Centro Storico;Entire home/apt;94;2.0;130;10/11/2021;1.39;1.0;298.0;13
340;317477;Cozy house in the heart of Rome;1629941;Lara;I Centro Storico;Entire home/apt;40;3.0;180;09/10/2021;1.98;1.0;38.0;2
341;320025;Luxury & Historic Building City Center Sea View;1640851;Perla;X Ostia/Acilia;Private room;77;1.0;6;09/10/2020;0.06;5.0;273.0;0
342;322298;B&B Bio Organic  Roma Ginger Room;1650524;Barbara;XV Cassia/Flaminia;Private room;60;2.0;5;25/09/2019;0.05;4.0;358.0;0
343;322712;COLOSSEO a stone's throw from;195040;Hanen;I Centro Storico;Entire home/apt;100;4.0;72;11/01/2020;0.70;3.0;61.0;0
344;323283;Cozy Room close Metro A - largo spartaco  Quadraro;1655172;Poldo;VII San Giovanni/Cinecittà;Private room;45;3.0;36;22/10/2019;0.35;1.0;362.0;0
345;325252;Brand new flat in Trastevere, 4 min;1613635;Michele;XII Monte Verde;Entire home/apt;100;3.0;35;29/09/2019;0.31;5.0;119.0;0
346;325961;Apartment of Charm Coliseum;206667673;Guido;I Centro Storico;Entire home/apt;129;2.0;33;14/10/2021;0.29;4.0;315.0;2
347;326062;Mecenate Holiday Apartment;1526961;Anna;I Centro Storico;Entire home/apt;100;2.0;14;05/09/2021;0.14;6.0;178.0;1
348;326361;Room of charme Rome Colosseum 2;206667673;Guido;I Centro Storico;Private room;59;2.0;24;09/05/2017;0.20;4.0;319.0;0
349;326403;VILLA PAMPHILI-VATICAN-TRASTEVERE;349051518;Silvio;XII Monte Verde;Entire home/apt;70;2.0;60;21/08/2021;0.52;1.0;186.0;1
350;326494;Room of charme Rome Colosseum 1;206667673;Guido;I Centro Storico;Private room;69;2.0;21;15/09/2018;0.18;4.0;313.0;0
351;326537;Room of charme Rome Colosseum 3;206667673;Guido;I Centro Storico;Private room;49;2.0;94;04/10/2021;0.80;4.0;327.0;6
352;326623;Fori Romani;1670144;Luca;I Centro Storico;Entire home/apt;31;2.0;431;16/09/2021;3.70;6.0;263.0;10
353;329492;Standard Double room;1384510;Stefano & Luana;II Parioli/Nomentano;Private room;44;2.0;9;07/12/2021;0.28;4.0;327.0;7
354;329494;Superior Room with private bathroom;1384510;Stefano & Luana;II Parioli/Nomentano;Hotel room;54;1.0;4;15/02/2020;0.05;4.0;320.0;0
355;329551;Standard room with external bathroom;1384510;Stefano & Luana;II Parioli/Nomentano;Hotel room;49;1.0;1;12/05/2015;0.01;4.0;328.0;0
